#{"t_start": 1787011359.127397, "env_id": "Humanoid-v4"}
r,l,t
1299.632939,249,3813.53252
515.769886,128,3815.507235
1072.123173,192,3818.421436
1416.795248,260,3822.394802
421.132145,94,3823.82298
993.309026,202,3826.899745
1398.177822,275,3831.108482
1190.230688,220,3834.45353
803.566411,186,3837.283955
659.477151,144,3839.475091
730.550612,145,3841.688169
685.470834,150,3843.971059
467.094838,95,3845.432148
534.741418,113,3847.144565
585.952247,108,3848.786172
633.678999,134,3850.876577
371.057484,75,3852.017524
775.53976,146,3854.242569
825.987888,153,3856.568345
732.306714,139,3858.679694
691.208919,148,3860.943635
340.874106,77,3862.127468
2550.439181,468,3869.272346
1950.325397,311,3874.057539
865.359427,159,3876.506984
511.664937,95,3877.967076
816.041969,140,3880.113332
745.350116,123,3881.990309
1093.730969,212,3885.247591
1662.284024,326,3890.228262
1032.277142,218,3893.565331
851.026176,154,3895.929005
968.017512,182,3898.711559
1300.397695,228,3902.196233
349.373197,71,3903.277339
709.764076,157,3905.673927
715.888044,148,3907.945846
1362.954022,263,3912.005979
1115.889271,199,3915.059807
975.481811,179,3917.806456
833.295682,172,3920.436417
760.349555,146,3922.700358
1332.567058,260,3926.688685
1978.510612,369,3932.357513
1357.723804,273,3936.552287
457.436346,100,3938.103137
1570.027374,306,3942.795578
1012.165086,207,3945.964099
583.299987,132,3947.991672
2059.291053,383,3953.848996
504.254392,95,3955.30111
2098.244048,405,3961.499522
2373.455466,423,3967.989154
1221.808296,221,3971.382074
737.167218,132,3973.42361
669.483441,126,3975.343472
887.577512,168,3977.909604
2803.514081,499,3985.555143
727.377238,131,3987.546813
410.280872,89,3988.907172
1036.3698,204,3992.033804
518.874921,103,3993.613576
1343.818281,236,3997.218928
656.914272,132,3999.26545
820.693928,164,4001.77673
1255.279845,235,4005.374102
721.967981,133,4007.410651
1008.580147,214,4010.67691
517.498407,113,4012.411269
578.002891,111,4014.117702
622.023567,136,4016.201126
819.33312,146,4018.448113
1908.88293,354,4023.855641
620.599712,112,4025.565066
1306.638596,239,4029.235244
1015.442923,185,4032.076639
416.465623,74,4033.229554
527.65239,98,4034.732531
920.606963,172,4037.353517
534.424179,94,4038.806146
1102.135131,195,4041.798139
670.346802,125,4043.718001
1022.370057,190,4046.646164
1288.126354,235,4050.23456
825.421016,159,4052.690494
839.965821,163,4055.198288
1386.727307,237,4058.803639
1032.667407,191,4061.763717
565.915073,102,4063.322546
1348.600539,277,4067.598103
842.604986,165,4070.12135
1755.022774,321,4075.074095
698.677752,122,4076.951073
1040.309358,202,4080.05676
503.444091,104,4081.665972
1975.832146,374,4087.430543
627.001104,117,4089.223745
1492.889388,266,4093.344728
793.348779,132,4095.388259
450.312978,79,4096.589046
991.619117,164,4099.112293
1824.00587,348,4104.452002
811.613072,142,4106.64613
1203.761382,206,4109.790715
771.571353,156,4112.174335
1275.626317,228,4115.644049
720.548509,130,4117.628738
1722.113919,299,4122.228428
842.424083,155,4124.606065
745.465854,137,4126.707441
933.225609,154,4129.053163
547.706357,122,4130.932135
734.729604,118,4132.726334
563.621984,116,4134.491609
508.5835,97,4135.981621
1315.501815,212,4139.24788
1620.535832,300,4143.86253
1018.436781,168,4146.429659
1173.30224,216,4149.723843
1605.084745,320,4154.68357
1677.020784,299,4159.267303
673.075613,118,4161.08045
1600.659462,312,4165.839713
2881.274595,509,4173.623881
1915.21954,370,4179.271765
3195.881503,585,4188.231786
612.625126,125,4190.133696
686.775221,132,4192.156283
534.933146,116,4193.931532
932.054008,198,4196.947461
1555.612897,288,4201.346687
801.714659,157,4203.754244
1079.543323,189,4206.635533
1217.147936,204,4209.747205
720.305717,146,4211.98721
3544.475581,621,4221.528675
2173.708597,391,4227.494708
1001.002815,172,4230.118686
2149.66853,394,4236.122618
1201.881425,211,4239.336018
1467.604701,266,4243.416099
833.944353,153,4245.760823
1405.593061,256,4249.667369
637.999475,115,4251.42666
518.905664,96,4252.884758
1404.840427,270,4257.017697
584.614485,100,4258.551592
1174.966429,204,4261.672241
848.543092,178,4264.393956
662.248363,120,4266.220069
902.740752,162,4268.689461
1034.523846,188,4271.555789
1758.843254,328,4276.619238
498.132784,89,4277.980595
1545.735046,262,4281.965929
1454.404041,289,4286.392084
1665.425156,292,4290.842174
2045.081279,391,4296.819178
706.883527,120,4298.656261
776.761094,151,4300.958101
1314.688349,270,4305.114976
611.537948,116,4306.904188
1263.734175,239,4310.553422
395.097629,78,4311.743237
880.037244,161,4314.19368
1047.451036,218,4317.529751
715.803314,137,4319.618162
553.071402,103,4321.19594
1337.02698,269,4325.285994
1714.501202,298,4329.831828
926.399379,174,4332.520632
500.223468,89,4333.88897
732.422424,121,4335.74201
336.584996,63,4336.700445
1087.568033,177,4339.43413
488.702488,98,4340.928131
521.57381,99,4342.44208
956.381861,196,4345.437064
873.652785,176,4348.132849
804.355452,154,4350.492534
539.001668,103,4352.061336
2808.658928,528,4360.116777
1724.837005,326,4365.094456
793.128653,129,4367.094104
495.721155,87,4368.420555
1089.999851,209,4371.608024
1332.559061,281,4375.90652
881.863352,162,4378.36893
1077.290507,198,4381.411787
828.375128,154,4383.759503
1222.24267,197,4386.746509
775.326991,136,4388.817966
634.791926,121,4390.663029
870.922231,162,4393.147379
761.482524,150,4395.440243
973.774211,179,4398.177916
915.627405,152,4400.525633
404.625457,73,4401.631673
824.809478,157,4404.032248
852.412603,171,4406.634284
1713.966634,307,4411.30678
564.741619,111,4413.009223
602.749181,110,4414.687732
1117.244318,208,4417.859244
1744.723875,306,4422.531739
669.261813,133,4424.572278
1426.14698,258,4428.537665
1462.945462,309,4433.250054
1535.860565,294,4437.733056
1310.356508,229,4441.229698
658.176481,112,4442.95907
583.840775,103,4444.540837
210.295263,40,4445.153198
885.664814,146,4447.392206
1934.477691,346,4452.709974
850.248727,157,4455.12152
608.95935,109,4456.775095
1030.606132,208,4460.002457
2141.181096,394,4466.024342
365.185201,73,4467.139358
858.173578,170,4469.73142
858.322114,169,4472.341435
1689.82824,306,4477.029888
1136.893514,207,4480.208381
996.88478,190,4483.116598
596.270296,131,4485.130209
419.514639,73,4486.245227
781.398268,137,4488.351588
402.569154,75,4489.5055
1192.604844,218,4492.836585
867.652662,163,4495.320936
790.212951,145,4497.548974
294.239012,58,4498.440587
1158.933972,245,4502.190551
330.073444,70,4503.265674
1237.76169,239,4506.942833
1438.580798,247,4510.715736
1082.064518,198,4513.753605
677.347709,150,4516.044475
705.143496,130,4518.039136
1703.495126,327,4523.079647
552.099787,114,4524.829962
715.72105,128,4526.795701
1133.25156,184,4529.603188
1291.971872,235,4533.187596
770.552681,164,4535.695883
560.583951,103,4537.27366
349.113925,70,4538.356761
1247.658709,238,4542.000011
1018.135204,211,4545.223384
2637.027324,487,4552.704363
1671.089449,323,4557.675061
1851.895114,308,4562.387449
1320.809567,236,4566.010752
1744.322664,337,4571.156979
1387.789232,278,4575.419571
1179.668815,215,4578.703782
871.432042,164,4581.220048
504.040187,100,4582.790844
1299.777056,248,4586.58868
685.192536,128,4588.537465
526.904236,98,4590.035455
995.144741,207,4593.193005
921.651836,170,4595.813991
922.632842,157,4598.207585
1481.154346,261,4602.1999
1138.703435,188,4605.071216
313.596842,66,4606.080515
569.388139,97,4607.570527
478.428773,91,4608.961804
1461.987522,282,4613.287228
1051.942,197,4616.304154
2789.515669,495,4623.884866
1435.460853,241,4627.582969
1065.59893,191,4630.49717
1035.338514,172,4633.127131
974.522703,176,4635.823914
836.762151,164,4638.352148
1025.748491,178,4641.065885
683.635242,126,4643.043592
402.000067,76,4644.208475
1109.210281,187,4647.082782
1186.906673,209,4650.285212
1125.794556,221,4653.652201
1322.683244,214,4656.935414
2048.572735,348,4662.260164
616.93088,113,4663.985546
758.228558,156,4666.376148
851.647101,173,4669.031043
997.048348,177,4671.732812
3528.826916,631,4681.396949
1163.321204,202,4684.496653
1309.447336,232,4688.057124
2038.667571,361,4693.582338
1289.048492,228,4697.071001
1285.258905,234,4700.657403
1004.963754,179,4703.396073
1288.06694,212,4706.673303
1646.438191,275,4710.866082
1999.291054,371,4716.541892
1382.713229,252,4720.403557
784.174605,146,4722.652538
724.880386,143,4724.838688
1643.702231,298,4729.409455
948.14728,179,4732.156104
376.287735,65,4733.148448
668.274888,119,4734.98254
2656.375147,480,4742.340847
511.491928,113,4744.068224
694.322306,133,4746.09879
1434.797067,247,4749.876679
496.387104,105,4751.500334
523.858904,106,4753.118005
398.436957,71,4754.209085
475.359387,91,4755.604351
1888.845274,341,4760.817399
533.436923,109,4762.477955
577.575448,115,4764.245225
1268.845145,237,4767.928368
463.620969,85,4769.225896
723.955057,122,4771.085919
763.413904,128,4773.060633
1392.263664,247,4776.813589
1231.367625,220,4780.187559
1259.034765,222,4783.579482
1609.705152,291,4788.051513
393.303256,73,4789.160545
1670.898974,310,4793.884902
1045.167888,193,4796.860937
860.865289,161,4799.327337
982.557687,177,4802.02013
2427.921502,448,4808.890742
1635.304304,279,4813.164305
1397.600042,249,4816.967128
2490.810984,442,4823.727037
906.10106,164,4826.27023
1862.372553,346,4831.571044
1189.849771,248,4835.369877
911.809336,160,4837.813338
1075.259456,179,4840.55899
527.405836,108,4842.218549
1094.551378,216,4845.535671
693.319749,124,4847.450546
1751.31627,333,4852.514993
1228.490686,224,4855.968749
1274.721757,219,4859.324768
818.961083,138,4861.427141
1075.58342,226,4864.867933
800.076525,136,4866.947368
1241.765129,207,4870.106912
1371.964544,285,4874.470235
891.908762,178,4877.209903
707.088348,139,4879.337209
929.258883,188,4882.200546
5131.515435,926,4896.370624
837.487725,162,4898.857967
1103.932295,230,4902.385526
783.930764,143,4904.580652
797.549242,169,4907.160747
535.677767,101,4908.70262
1113.641425,215,4911.995806
642.426961,131,4914.004431
779.09383,142,4916.186591
917.462836,162,4918.690889
657.538245,124,4920.577839
1130.41732,205,4923.716439
357.644332,69,4924.778597
1943.670415,344,4930.035528
1478.66445,311,4934.815734
1171.697939,219,4938.158788
2475.235604,463,4945.231858
1461.598308,260,4949.272046
342.695112,64,4950.252422
978.876857,182,4953.038965
1072.57848,205,4956.170583
971.41715,194,4959.136645
1093.933911,200,4962.193465
1035.218978,190,4965.105671
751.752355,136,4967.183111
1821.062395,333,4972.281467
1839.281582,348,4977.576296
1406.545949,260,4981.581577
883.503003,169,4984.171645
1869.055422,344,4989.411622
1572.367208,283,4993.733057
1550.554839,274,4997.91686
639.939429,130,4999.899553
1657.138893,308,5004.576039
665.888269,123,5006.458999
1487.50555,270,5010.612882
1226.680328,223,5014.017277
821.673839,146,5016.251297
426.06687,85,5017.553812
935.067738,176,5020.242616
1819.037347,310,5024.974951
1984.955181,343,5030.204954
1839.585018,360,5035.709223
331.503057,71,5036.795316
4450.555146,768,5048.54188
899.496221,188,5051.417185
1540.459548,280,5055.696732
778.992035,147,5057.964662
1095.930238,189,5060.856922
578.241584,112,5062.565349
694.063361,124,5064.452299
700.933142,135,5066.528742
1202.288009,214,5069.821929
749.497642,141,5071.994115
1044.921647,185,5074.822547
1948.568687,383,5080.555204
2816.685027,517,5088.373281
640.166398,113,5090.108636
1373.596319,240,5093.775822
2050.289711,348,5099.102566
599.149679,103,5100.698296
696.806643,150,5102.998141
719.224312,155,5105.380764
1094.235492,199,5108.418634
1268.204366,230,5111.962151
889.950741,161,5114.422566
1230.903119,229,5118.042877
1211.989677,211,5121.44577
707.730616,146,5123.809445
599.603117,107,5125.542806
1478.811523,255,5129.667766
5444.979248,972,5144.789297
687.988521,118,5146.587484
1179.944518,223,5150.00035
867.593606,164,5152.505646
2042.372475,365,5158.079728
614.365174,123,5159.957702
2906.075508,493,5167.527443
1585.223828,281,5171.815967
1449.155619,238,5175.454229
319.813485,65,5176.447571
1440.254756,258,5180.410964
958.660477,180,5183.151629
485.563634,94,5184.587785
1082.809235,197,5187.600722
337.031153,70,5188.672853
3849.616061,743,5200.08531
1173.108214,224,5203.50815
425.182011,87,5204.843576
505.819401,105,5206.458254
1146.028031,221,5209.838209
930.497977,165,5212.376416
656.903823,132,5214.391024
1140.468856,210,5217.601433
477.687798,99,5219.124357
2000.044304,364,5224.69046
1198.379618,226,5228.145215
957.072727,162,5230.646521
4093.983413,724,5241.725869
2374.747894,421,5248.155662
4392.917734,714,5259.083416
1637.373066,271,5263.210371
794.128225,146,5265.438408
2086.27855,353,5270.829979
1497.545196,259,5274.784396
699.219668,154,5277.124135
858.704272,142,5279.280364
2203.217508,376,5285.055907
1444.336532,278,5289.307529
1164.370737,226,5292.753307
1072.044505,183,5295.533865
532.651783,107,5297.171483
550.162379,116,5298.93975
791.692615,137,5301.050102
2932.657246,548,5309.428679
1271.557797,246,5313.194601
1589.948179,297,5317.78332
873.559317,161,5320.259693
1106.326265,186,5323.09311
1142.382943,205,5326.225726
1136.034084,210,5329.433142
772.536489,165,5331.954394
1117.105831,213,5335.209683
1015.306284,180,5337.94935
717.202335,129,5339.92606
612.787288,110,5341.599582
542.399975,95,5343.040725
1599.441866,334,5348.184958
1199.237612,213,5351.444235
1487.202948,248,5355.257031
966.585434,170,5357.867046
792.325462,150,5360.167888
839.000655,160,5362.624314
1123.172985,207,5365.793832
1179.446443,215,5369.091007
950.465676,175,5371.758868
975.698978,184,5374.578322
1276.247335,225,5378.078953
1920.237168,345,5383.345858
509.432642,92,5384.744116
395.988139,80,5385.964849
681.485169,124,5387.853793
2963.658871,541,5396.13164
1415.477733,255,5400.009263
560.826738,107,5401.652864
600.383118,111,5403.352315
1102.70174,194,5406.299428
4439.494654,813,5418.756091
396.741447,94,5420.194242
858.467671,156,5422.577863
1063.629,180,5425.333488
627.922739,114,5427.069841
943.616059,164,5429.559179
372.452287,70,5430.625326
1846.660499,314,5435.413511
438.749392,95,5436.900532
2044.147043,334,5442.025815
1757.362328,319,5446.899771
887.378564,161,5449.350213
767.086764,150,5451.645072
2707.857104,472,5458.851784
563.750835,108,5460.498378
2095.796131,365,5466.084428
1141.849221,192,5469.017578
1298.490894,239,5472.65983
459.800179,81,5473.88954
927.322492,156,5476.286126
1089.206442,192,5479.232241
584.083111,106,5480.862877
675.228273,120,5482.695971
710.1306,131,5484.696617
489.268334,103,5486.266416
513.745989,109,5487.946919
638.863761,120,5489.792979
1729.347331,304,5494.445526
643.904399,114,5496.173901
1460.398399,279,5500.483367
654.676711,140,5502.61965
770.024843,135,5504.683128
991.61355,177,5507.390881
1478.466759,267,5511.462983
2677.492551,451,5518.353543
3473.088073,629,5527.946869
468.506132,85,5529.25038
821.734951,173,5531.926218
1485.52056,263,5535.948454
2019.988474,398,5542.016215
1308.587217,250,5545.853944
1681.825162,333,5550.946315
1119.990316,213,5554.196617
840.1266,141,5556.356836
970.647642,166,5558.915987
591.716781,104,5560.511716
1579.505351,272,5564.65762
2729.130862,480,5571.980024
792.191657,149,5574.250946
529.50681,108,5575.908512
1660.46621,298,5580.45235
932.689353,167,5583.00053
2745.219797,481,5590.33191
669.128635,135,5592.417329
1338.895301,263,5596.445548
975.655155,175,5599.114405
574.330769,113,5600.848764
2495.793379,444,5607.612662
633.559807,121,5609.4667
1262.351138,233,5613.014206
1085.097883,221,5616.386182
789.870318,145,5618.597264
1108.272954,191,5621.55435
1000.608663,176,5624.250136
735.959298,130,5626.231832
2393.865773,421,5632.667608
433.518425,74,5633.805563
1527.30864,294,5638.291557
1486.980196,246,5642.035537
1282.508397,240,5645.695742
1047.247427,186,5648.550102
489.230491,94,5649.986259
850.250583,161,5652.473602
590.697703,111,5654.166073
1177.450667,192,5657.105207
738.678126,137,5659.195613
682.876056,139,5661.32691
928.95282,168,5663.900022
1326.06338,246,5667.77565
1041.195078,228,5671.40394
386.329488,72,5672.506988
655.427152,118,5674.313154
3293.420877,586,5683.310076
1900.260403,363,5688.855236
1008.454171,191,5691.777415
3608.030906,687,5702.268339
1987.649046,358,5707.740694
1411.198883,249,5711.557479
1387.430104,240,5715.246606
1732.111025,301,5719.873224
1863.531546,337,5725.022443
3292.9438,572,5733.760059
1634.599449,281,5738.074512
919.404672,170,5740.667572
1391.32626,234,5744.282897
1889.329422,360,5749.770212
864.019924,162,5752.262541
898.623501,169,5754.850615
2642.102749,456,5761.807996
1837.21582,317,5766.661007
934.494259,170,5769.271022
442.622625,80,5770.50871
2866.771708,512,5778.344739
3125.68057,564,5786.970654
1019.73202,173,5789.629538
1416.883409,251,5793.491203
2509.373563,450,5800.364807
2882.88671,483,5807.817861
2344.512128,407,5814.044198
1035.240432,206,5817.187785
586.222493,102,5818.754591
2697.160851,475,5826.06004
702.88215,157,5828.445656
2323.729287,419,5834.857496
3778.483392,659,5845.01983
476.317486,90,5846.40213
901.291333,171,5849.008156
671.4035,132,5851.025756
1545.034874,305,5855.709222
591.181255,124,5857.605148
885.187887,169,5860.2012
1616.435705,288,5864.658272
1002.950311,196,5867.679188
1438.261824,276,5871.906873
1488.18951,241,5875.576053
1528.805429,245,5879.321031
707.17431,124,5881.222941
1103.921554,194,5884.195984
2063.843594,356,5889.636425
2191.549445,368,5895.268352
1844.047824,326,5900.301881
1024.391344,175,5902.97772
426.381969,80,5904.201444
1513.842599,259,5908.183787
5772.257799,1000,5923.514757
1195.031521,227,5927.035335
1116.971505,201,5930.132048
2114.293893,371,5935.804866
3305.841539,565,5944.466684
1334.862932,221,5947.846639
1621.244079,311,5952.61388
1248.664669,225,5956.041707
765.326911,131,5958.053323
1803.200059,323,5965.215156
1272.433395,218,5968.556214
1028.792772,181,5971.325802
2407.737256,417,5977.710715
1578.982794,270,5981.870583
855.159911,171,5984.487578
888.992544,148,5986.790415
1411.591739,256,5990.730869
1686.160493,280,5995.018395
2987.383016,514,6002.849437
1113.789992,191,6005.759648
617.85002,115,6007.528913
2466.2505,428,6014.067415
1448.499467,248,6017.856275
560.922766,102,6019.421087
913.669756,171,6022.017139
514.999704,96,6023.506154
3429.913043,620,6032.969827
3793.337924,693,6043.523582
890.891143,163,6046.017907
1267.270097,218,6049.39088
2636.5109,465,6056.494868
3965.734877,718,6067.407663
527.367779,99,6068.920614
794.108438,141,6071.076843
3196.423706,547,6079.40655
351.123058,66,6080.407871
728.503941,135,6082.477333
446.624725,91,6083.874593
1469.975881,252,6087.710327
533.920037,96,6089.165433
575.92934,99,6090.6724
824.186204,148,6092.927365
1785.361456,333,6097.982836
3310.415787,584,6106.870051
1499.287411,299,6111.46276
881.744787,153,6113.785543
1304.193519,239,6117.440761
1851.406646,319,6122.296765
1449.947088,254,6126.167406
1018.07343,173,6128.797368
667.538968,132,6130.81098
2104.092017,355,6136.208534
3393.773656,601,6145.392954
1624.071963,299,6149.938788
771.604276,125,6151.834714
1419.809095,246,6155.575702
1538.297512,270,6159.705649
2118.137233,403,6165.831256
1957.740472,352,6171.207866
968.829506,191,6174.124062
1050.947732,173,6176.754023
715.010052,147,6178.998018
2056.902977,371,6184.66437
977.119414,206,6187.800975
703.746335,150,6190.083866
1163.320167,204,6193.207506
580.003976,131,6195.211144
2069.437726,372,6200.861024
743.830312,138,6202.963397
5815.00883,1000,6218.167706
1202.777784,223,6221.575586
1319.585562,227,6225.030341
2588.050759,453,6231.950819
2187.17356,388,6237.877957
1232.532978,237,6241.499265
2284.582033,422,6247.931052
1256.954533,206,6251.071647
1226.679435,217,6254.377799
4379.514397,744,6265.656614
1513.082464,263,6269.680844
997.704254,194,6272.651892
2243.943196,374,6278.323714
715.666711,123,6280.203682
1094.902547,186,6283.043083
2266.574276,386,6288.917362
1519.91816,285,6293.320578
2941.677633,498,6300.915252
2610.364339,468,6308.047166
480.108502,86,6309.361648
611.957315,109,6311.038161
1548.628467,263,6315.078348
485.39155,92,6316.496553
6114.034863,1000,6331.798601
771.182137,126,6333.725444
1550.072888,258,6337.671882
907.092114,177,6340.386617
3007.947794,514,6348.272512
1196.441112,237,6351.911773
2128.660227,382,6357.771092
1981.454186,405,6363.984463
1382.995344,230,6367.495068
1077.407546,190,6370.391317
1546.685992,284,6374.739679
1563.601326,271,6378.855664
639.235413,134,6380.90119
613.304156,112,6382.60862
1530.146935,267,6386.709645
135.55265,27,6387.119548
1846.232982,332,6392.213914
1637.73042,269,6396.314939
1000.224578,161,6398.779343
833.795371,152,6401.105119
1502.954888,248,6404.908939
2938.33502,530,6413.057132
1782.703693,333,6418.145514
1765.958652,297,6422.690351
3711.380162,657,6432.725494
1094.570994,212,6435.978788
994.072971,178,6438.70549
1896.117335,346,6443.990347
2949.292286,543,6452.312076
1975.688986,338,6457.483236
1444.411749,269,6461.601216
1439.453272,271,6465.742133
867.285841,176,6468.426948
1963.446597,376,6474.19551
1873.286875,332,6479.270927
1352.761391,241,6482.963046
2531.48199,414,6489.305073
1381.716826,241,6492.972258
524.121978,95,6494.431354
705.613432,143,6496.621492
696.371777,134,6498.671008
704.274081,129,6500.639738
301.003309,56,6501.490462
1833.846971,329,6506.518007
2012.142468,353,6511.934511
1562.968918,273,6516.102356
1759.242744,299,6520.675119
3465.538583,610,6530.001159
748.933671,133,6532.030728
841.112399,148,6534.285693
1636.370713,284,6538.657992
2293.124072,423,6545.142637
558.539568,102,6546.698473
2107.034017,334,6551.80381
1791.096081,320,6556.708683
5058.840659,840,6569.553308
4306.329452,719,6580.559851
1112.976758,193,6583.512948
1430.395746,264,6587.54017
2058.131181,338,6592.698366
2161.487745,348,6598.043062
1124.750474,188,6600.914377
1015.114514,191,6603.824589
2613.179878,461,6610.868737
526.249288,105,6612.492392
1329.404106,256,6616.420878
2657.810587,445,6623.231652
2833.315746,504,6630.989888
1372.887432,233,6634.623164
1976.065309,333,6639.723516
1449.401485,235,6643.33086
3213.378348,539,6651.596738
2316.906042,384,6657.497945
708.142493,138,6659.612287
817.560229,166,6662.14451
2960.397417,493,6669.701286
1867.524851,328,6674.726837
891.46825,154,6677.082532
3751.730593,631,6686.761628
975.252902,180,6689.514261
5539.522681,1000,6704.838251
1782.415185,317,6709.69226
1107.696736,191,6712.617431
2572.992742,484,6720.07647
525.140936,95,6721.543543
2155.118026,353,6726.949076
2162.711499,366,6732.551084
3788.090213,647,6742.451588
2587.280498,450,6749.321203
1867.387028,329,6754.368694
2187.64246,395,6760.431468
3875.131613,623,6769.931045
3783.152025,667,6780.162663
558.63461,117,6781.958856
944.02878,164,6784.473127
1713.955025,319,6789.358053
1300.307307,254,6793.231688
782.871185,135,6795.28918
1698.522771,308,6800.017526
866.463015,148,6802.285456
3160.441994,568,6810.968219
1746.301247,313,6815.748426
944.45824,160,6818.210836
2233.730089,367,6823.822817
1060.964528,180,6826.582432
1243.589028,229,6830.089047
1718.648272,281,6834.401506
2301.605767,410,6840.695661
2970.72562,484,6848.098848
689.097134,132,6850.114454
1322.467002,256,6854.029976
3505.952687,593,6863.088731
1072.937139,176,6865.789503
1160.534184,207,6868.953037
1062.788733,183,6871.757531
582.887511,121,6873.601597
1545.076097,251,6877.427357
1768.802902,320,6882.148722
1439.124958,244,6885.845827
1289.24181,226,6889.298587
2148.163099,385,6895.185832
2931.364972,532,6903.379901
1326.005678,229,6906.886517
1107.584173,199,6909.951315
1484.90609,258,6913.90274
2653.413333,462,6921.283986
3040.09351,513,6929.58876
1119.104224,195,6932.716389
2518.586583,449,6939.61393
2057.780849,352,6945.02445
5050.707762,881,6958.524321
828.014492,134,6960.586801
2528.195327,446,6967.449435
2067.621427,346,6972.732297
608.871279,107,6974.375898
1450.874533,242,6978.08198
1499.92092,272,6982.239852
1196.646743,208,6985.404383
567.946562,104,6987.010086
1104.951278,215,6990.299283
1579.95749,284,6994.621715
681.992794,130,6996.625353
773.066227,138,6998.736702
620.71661,116,7000.498986
2497.482564,439,7007.255903
3087.322787,517,7015.154763
1721.271767,299,7019.752459
1019.626447,201,7022.845182
3521.643567,613,7032.223085
1437.831011,268,7036.326103
1076.276547,188,7039.217366
683.776493,127,7041.162161
1734.081901,287,7045.531467
2486.115288,407,7051.775756
1142.6004,211,7055.009103
3228.604128,561,7063.601108
5707.278189,954,7078.189067
1889.034621,351,7083.558697
1506.133554,271,7087.745492
1198.434715,208,7090.900049
1369.435928,224,7094.336852
1316.713147,237,7097.980101
1354.127527,262,7101.980395
1382.408815,229,7105.47604
1062.767169,175,7108.167836
798.455392,150,7110.481644
3549.584044,645,7120.352228
3792.033148,623,7129.883719
1853.705058,301,7134.467452
1209.774986,209,7137.665892
579.300903,100,7139.191808
1189.599951,219,7142.547827
839.466996,148,7144.84468
1480.54842,262,7148.866915
2642.916046,466,7156.037724
685.860059,142,7158.210908
1260.392244,220,7161.563935
3407.276121,591,7170.628675
1977.898957,333,7175.705089
4057.432561,698,7186.446343
940.945704,164,7188.967595
882.005891,167,7191.522757
887.869515,174,7194.173662
2594.6268,448,7201.035299
815.706647,168,7203.611405
565.492783,99,7205.123358
893.420575,193,7208.107373
1899.804046,357,7213.566761
448.066309,81,7214.803452
4104.833134,717,7225.758134
1519.193786,262,7229.76142
1285.321419,221,7233.154341
1099.582022,205,7236.28197
569.667441,101,7237.823843
2778.801725,509,7245.60103
2299.280627,391,7251.615932
1041.875853,175,7254.288779
1259.331871,187,7257.147129
855.930895,140,7259.290393
3817.982068,686,7269.804255
5471.458459,982,7284.787157
2274.830909,391,7290.762167
1204.403057,218,7294.092255
3234.898857,557,7302.575551
704.68828,116,7304.353792
2645.387989,434,7311.002997
1352.0446,227,7314.464732
1949.899137,339,7319.642875
2506.680995,436,7326.322997
3068.910733,549,7334.744458
1349.681944,239,7338.3907
1460.085761,232,7341.946185
2349.988769,411,7348.203439
367.459994,70,7349.270583
813.847181,152,7351.600348
934.486966,161,7354.061761
2852.661569,497,7361.648456
1941.673847,356,7367.091888
761.405858,130,7369.077574
2906.887322,535,7377.26965
3417.286399,576,7386.056135
1652.436596,301,7390.684748
708.804003,125,7392.592642
1034.929916,184,7395.401126
815.637412,146,7397.641131
4247.24474,715,7408.602795
1040.246904,183,7411.386345
1755.691299,301,7415.980051
443.247153,83,7417.238683
384.636946,81,7418.475373
1444.094001,261,7422.476665
576.866465,95,7423.93576
2893.027697,489,7431.405768
968.907387,171,7434.030743
958.398099,154,7436.385441
1442.248779,232,7439.932947
1694.175383,265,7443.981113
5619.903657,923,7458.138225
950.223718,164,7460.645515
856.627916,169,7463.24057
2293.856291,409,7469.489845
1215.93487,212,7472.729176
775.233668,139,7474.866456
3028.676754,536,7483.08546
947.591251,162,7485.551859
510.667314,89,7486.91521
2566.839262,446,7493.802778
557.340391,109,7495.47231
575.928231,117,7497.267505
443.707729,93,7498.691693
442.130422,90,7500.063024
829.750536,140,7502.196314
383.307502,73,7503.325293
1527.205436,263,7507.366478
1238.674,213,7510.646699
1406.024925,258,7514.625052
460.376418,86,7515.938536
3350.285197,583,7524.858665
1978.036423,348,7530.201367
1970.048113,330,7535.234895
665.331029,124,7537.125834
1634.449828,290,7541.567945
2152.379253,366,7547.160977
756.163622,141,7549.31222
5694.447001,1000,7564.651169
873.916407,158,7567.058726
744.072884,135,7569.120209
1461.559691,281,7573.463585
976.46125,170,7576.061631
424.393987,74,7577.193602
1413.125841,250,7581.02435
901.887008,172,7583.655309
5003.329132,822,7596.263566
1938.825038,305,7600.939053
2853.911117,481,7608.319302
3701.722797,633,7618.015353
3341.334142,572,7626.77491
2285.47583,377,7632.579376
2907.994496,517,7640.534087
2550.50503,477,7647.833551
3125.113994,537,7656.055547
1129.842317,207,7659.240025
2824.747892,471,7666.497602
2852.122343,477,7673.791082
452.784658,78,7674.986882
1288.076441,210,7678.219232
1618.920839,272,7682.384085
727.089716,122,7684.260065
700.557506,122,7686.127068
1404.836635,258,7690.054557
2059.352927,389,7696.071454
693.265315,123,7697.953418
632.619263,114,7699.691765
2090.302647,378,7705.477282
1047.010827,177,7708.203985
1836.504426,300,7712.81265
1504.666336,266,7716.883755
1509.684044,242,7720.579863
2257.029289,379,7726.371364
877.992196,174,7729.039224
