#{"t_start": 1787011359.127397, "env_id": "Humanoid-v4"}
r,l,t
12104.379397,1000,46846.688519
387.054508,63,46847.625801
280.572699,54,46848.439028
501.239216,85,46849.702397
481.793637,78,46850.870667
524.676562,84,46852.126282
369.649642,75,46853.242187
275.669555,54,46854.070376
310.374456,61,46854.975438
910.664607,142,46857.101669
1550.01584,218,46860.40857
589.194912,127,46862.320077
490.057665,104,46863.870071
576.329974,117,46865.637467
631.174263,117,46867.388238
378.557918,72,46868.464216
431.309296,88,46869.778127
791.534024,160,46872.183083
546.336261,109,46873.809744
379.91833,79,46875.004584
748.006945,125,46876.894812
397.303081,87,46878.195143
583.713203,108,46879.811018
505.367176,101,46881.332633
521.439195,97,46882.785779
12073.851466,1000,46897.724718
12133.003761,1000,46912.69194
658.659382,108,46914.298185
340.014193,70,46915.34953
274.493833,52,46916.126786
563.982901,110,46917.791883
848.037661,127,46919.701766
353.244044,62,46920.624387
425.181999,76,46921.806315
12029.526654,1000,46936.748919
11784.73972,1000,46951.70631
931.10937,142,46953.836197
398.249023,75,46954.956184
522.10919,94,46956.36133
440.137733,89,46957.686112
526.612909,93,46959.092645
511.451071,89,46960.424414
534.659039,88,46961.743508
12475.633358,1000,46976.651746
332.977937,56,46977.486847
865.30987,135,46979.53345
12439.713314,1000,46994.471139
329.961698,63,46995.408736
344.552216,60,46996.293768
411.556265,74,46997.399356
542.032823,91,46998.777009
690.072938,116,47000.507158
349.699891,65,47001.475149
410.082771,79,47002.644868
12571.523556,1000,47017.521825
462.514404,86,47018.804342
12123.453682,1000,47033.696122
375.530142,77,47034.851485
292.057158,62,47035.776032
900.791007,135,47037.783705
11853.506283,1000,47052.71872
12822.58639,1000,47067.62964
12833.028704,1000,47082.522388
12742.109408,1000,47097.457711
12727.069973,1000,47112.378803
12854.233866,1000,47127.242752
12824.894796,1000,47142.135847
12831.149403,1000,47157.012892
375.12599,65,47157.975498
577.801013,106,47159.580702
12857.444578,1000,47174.500191
12343.722707,1000,47189.444446
498.953801,78,47190.606508
12310.872487,1000,47205.478795
12858.8649,1000,47220.377515
811.071336,143,47222.504768
494.660285,89,47223.849689
671.687785,118,47225.618914
674.56534,110,47227.286138
536.548636,99,47228.756118
12892.946329,1000,47243.652117
202.076124,37,47244.202132
12397.239155,1000,47259.100077
12560.586421,1000,47273.957551
12553.270486,1000,47288.928547
324.509399,54,47289.737723
336.32836,56,47290.573843
369.055461,60,47291.469127
382.443281,62,47292.385066
304.850838,54,47293.204974
622.861845,97,47294.668316
307.877555,54,47295.479218
636.716576,95,47296.902056
12466.739911,1000,47311.83582
12567.804175,1000,47326.776542
215.691814,49,47327.506858
1275.55841,186,47330.283432
418.96073,89,47331.61345
451.505112,103,47333.161036
979.204313,217,47336.428117
447.705874,90,47337.808805
847.402865,150,47340.049684
320.2395,66,47341.032979
298.273051,66,47342.019577
947.902688,156,47344.354887
631.113279,145,47346.534408
415.595632,86,47347.821378
453.312638,90,47349.210275
494.87022,109,47350.840848
317.915813,61,47351.749279
270.736762,57,47352.622468
409.168169,81,47353.830713
325.905354,69,47354.871132
320.527892,73,47355.96233
292.337724,68,47356.975588
232.020078,53,47357.776567
470.403106,103,47359.322178
619.127854,125,47361.187075
419.054954,95,47362.617031
211.134862,47,47363.322696
981.724856,195,47366.250192
12248.337551,1000,47381.185546
1345.105354,207,47384.292237
450.526003,89,47385.626763
667.400912,140,47387.727601
1136.616417,166,47390.21248
297.532116,60,47391.114846
449.449073,81,47392.323758
430.577514,84,47393.586197
348.344983,71,47394.645645
11055.076588,1000,47409.615031
647.94121,118,47411.402008
741.494977,130,47413.348321
614.01266,116,47415.081527
1439.813414,179,47417.764657
707.596902,132,47419.74126
12089.808724,1000,47434.685619
11576.96038,1000,47449.643419
606.188782,106,47451.234912
422.51725,75,47452.358264
186.059264,35,47452.898458
765.324613,132,47454.872439
11597.734368,1000,47469.845949
508.96408,88,47471.190832
300.865759,53,47471.987051
12475.710253,1000,47486.937413
758.625615,139,47489.021726
377.992043,73,47490.124973
12629.975304,1000,47505.06096
857.044875,141,47507.1727
232.480041,45,47507.855135
370.93094,73,47508.95877
2124.686019,285,47513.207292
653.568233,120,47514.99993
268.466735,53,47515.789789
239.54393,45,47516.472138
391.120606,72,47517.564244
741.866629,138,47519.626374
359.491349,73,47520.714512
946.535817,168,47523.235593
505.570761,104,47524.795132
12370.927265,1000,47539.821106
249.920053,46,47540.511077
12131.176434,1000,47555.425592
362.723767,62,47556.356358
12557.968998,1000,47571.300759
12098.325767,1000,47586.259112
12356.121754,1000,47601.240176
246.831838,44,47601.900356
452.886461,81,47603.108408
762.424274,130,47605.064981
461.168491,85,47606.33691
1154.163653,180,47609.034826
1488.734278,216,47612.277768
701.571654,132,47614.254663
1222.007772,190,47617.091136
12245.532007,1000,47632.059964
587.609454,119,47633.843542
12001.748263,1000,47648.810457
1223.928618,190,47651.643023
1393.990884,217,47654.964127
437.444566,85,47656.22961
595.829885,119,47658.031029
548.31414,101,47659.542648
1124.79939,160,47661.940961
595.3768,111,47663.624962
1325.502933,219,47666.904004
578.908613,104,47668.465839
11978.489446,1000,47683.407783
836.697861,148,47685.624865
12286.902956,1000,47700.577562
1160.629388,183,47703.324831
791.155293,158,47705.687311
12529.005366,1000,47720.697983
348.297304,60,47721.589995
489.694487,84,47722.851664
548.768841,99,47724.326533
1116.997559,184,47727.105247
421.202641,82,47728.336399
411.43522,76,47729.475991
456.172231,77,47730.633961
1122.985398,156,47732.96793
443.258135,82,47734.192776
418.473287,84,47735.450765
382.297234,80,47736.647005
11908.5322,1000,47751.598571
575.836769,116,47753.331821
422.035556,80,47754.533598
12353.287099,1000,47769.517971
519.592989,100,47771.014576
794.831927,162,47773.481494
512.455527,88,47774.794399
449.51954,89,47776.153276
8208.446794,776,47787.808859
12139.712945,1000,47802.778147
12328.409321,1000,47817.739213
671.520214,106,47819.331513
437.609574,68,47820.344205
12129.274636,1000,47835.263516
736.400315,114,47836.973374
12368.846348,1000,47851.956079
648.007594,106,47853.544207
12367.282488,1000,47868.498074
12327.419139,1000,47883.434112
227.886812,49,47884.177378
317.310284,56,47885.023719
482.187207,87,47886.318841
383.950861,70,47887.361287
11662.516438,1000,47902.394264
300.841989,60,47903.287195
221.738271,46,47903.986518
349.734498,66,47904.975919
320.378359,69,47905.997078
385.095291,75,47907.12795
326.428055,69,47908.158672
190.223105,41,47908.775688
536.735904,100,47910.26968
420.287684,77,47911.418571
391.638674,92,47912.793475
231.815122,52,47913.575179
796.070455,143,47915.725063
469.931934,87,47917.024956
559.197982,124,47918.874962
171.085965,36,47919.420054
332.729279,76,47920.570786
449.969222,97,47922.024735
372.061324,83,47923.264173
226.889364,49,47923.996314
245.052481,50,47924.73465
446.371036,81,47925.950622
614.109551,105,47927.531178
745.728732,148,47929.739625
201.68324,42,47930.362798
162.725086,34,47930.871027
229.393614,49,47931.592434
704.989439,127,47933.490997
872.704316,144,47935.630539
347.253877,75,47936.755775
286.742435,63,47937.69914
685.728612,134,47939.702511
302.97772,64,47940.670632
198.530153,39,47941.254149
246.631451,55,47942.067232
487.008766,104,47943.625458
472.029799,79,47944.808085
593.086074,96,47946.237279
250.484181,48,47946.948708
417.757501,78,47948.106612
322.932612,67,47949.105362
481.411325,90,47950.441164
222.880032,44,47951.116453
12330.852759,1000,47966.050647
537.190065,103,47967.603773
511.777219,92,47968.973595
409.159339,72,47970.052797
419.382164,90,47971.389643
11552.166061,1000,47986.299699
428.386905,71,47987.360614
1025.762386,150,47989.60527
729.439703,117,47991.343438
521.829976,96,47992.773351
1179.614665,209,47995.903269
134.573359,27,47996.323203
462.199917,82,47997.555757
375.252909,68,47998.568375
11860.788831,1000,48013.462468
1283.461663,243,48017.092701
404.646026,80,48018.287234
899.056904,136,48020.347705
1334.27306,199,48023.318825
654.482116,111,48024.974848
1056.74567,180,48027.663622
868.76965,143,48029.801165
839.744587,140,48031.891771
12121.072489,1000,48046.775096
353.770844,64,48047.725259
549.967669,120,48049.50443
269.748887,63,48050.441998
12356.995597,1000,48065.328638
234.922366,56,48066.170261
438.352905,84,48067.435746
453.618246,105,48069.003865
227.860988,52,48069.780134
227.268467,52,48070.555048
312.88366,74,48071.679327
237.132673,55,48072.506689
368.747297,67,48073.509097
557.064713,104,48075.069534
499.334053,87,48076.365057
674.74554,113,48078.052461
355.890103,62,48078.984754
817.73611,144,48081.156339
12061.994423,1000,48096.099105
338.403207,63,48097.039325
577.216041,86,48098.320605
104.665215,21,48098.628145
111.1742,22,48098.958779
116.083286,23,48099.300861
117.436646,23,48099.640543
738.430762,131,48101.605353
11967.031037,1000,48116.527753
540.276805,93,48117.91239
729.428504,114,48119.602935
469.33118,86,48120.882941
549.452638,95,48122.297817
413.331155,74,48123.417078
12663.947772,1000,48138.295492
12309.191398,1000,48153.232177
12599.735431,1000,48168.099949
12285.029077,1000,48186.413834
12508.774979,1000,48201.301097
12700.616875,1000,48216.218505
12670.644507,1000,48231.099831
12706.93638,1000,48246.022603
12757.383018,1000,48260.988559
468.899916,94,48262.400172
626.112092,129,48264.355217
310.335107,57,48265.231738
338.177301,64,48266.198387
436.569032,80,48267.393272
512.573003,101,48268.934635
688.677112,126,48270.834856
912.721662,188,48273.644707
646.332286,102,48275.181351
632.29679,114,48276.884586
494.555918,99,48278.376774
532.733035,96,48279.811194
340.698209,64,48280.779468
466.706204,98,48282.251149
286.581236,58,48283.117919
1057.071509,195,48286.08153
656.023437,112,48287.752448
590.954881,112,48289.426749
381.151393,74,48290.544105
1093.62744,187,48293.352521
275.013511,60,48294.247144
282.943332,60,48295.143816
500.467368,94,48296.552102
972.497937,165,48299.075959
385.160765,71,48300.134269
600.760993,120,48301.942074
11809.573034,1000,48316.874568
12843.63372,1000,48331.865677
12708.059974,1000,48346.834314
12587.428427,1000,48361.794604
12841.517492,1000,48376.737533
12785.58453,1000,48391.731292
12866.221693,1000,48406.672353
157.473652,28,48407.095676
12869.205367,1000,48422.063324
12789.256554,1000,48437.029327
353.653576,64,48437.985964
467.437763,77,48439.143284
556.883069,104,48440.695873
1553.071185,242,48444.326786
354.923661,65,48445.286567
868.392648,133,48447.276243
12574.661399,1000,48462.290883
12416.947589,1000,48477.245395
201.786398,39,48477.824265
703.483275,118,48479.628476
459.605755,76,48480.767483
545.008339,94,48482.184138
496.751243,81,48483.411745
429.918847,91,48484.767446
458.792012,101,48486.284036
504.117389,80,48487.483877
886.649584,157,48489.845068
422.67341,74,48490.955421
7823.43007,716,48501.676681
417.638688,74,48502.789748
593.284962,100,48504.288216
12622.583679,1000,48519.257679
12066.188212,1000,48534.226861
623.144148,122,48536.058121
358.794496,57,48536.904222
433.656459,76,48538.0634
384.540338,69,48539.098168
575.134615,91,48540.451644
12712.575072,1000,48555.380969
12593.142758,1000,48570.30433
12196.594238,1000,48585.188057
12467.532377,1000,48600.127543
132.645531,26,48600.517749
471.712336,87,48601.817665
290.078211,53,48602.607253
123.12496,24,48602.97248
128.097196,25,48603.345992
132.661118,26,48603.733232
104.962001,21,48604.04389
121.846046,24,48604.412568
110.467707,22,48604.740403
145.297392,28,48605.156486
246.989995,43,48605.796406
249.588779,44,48606.446277
251.139841,45,48607.120769
12466.530958,1000,48622.014853
921.560189,143,48624.146386
11591.320824,1000,48639.072464
705.391015,130,48641.017333
530.930946,82,48642.259125
854.083688,159,48644.630518
581.168643,102,48646.156203
294.883112,57,48647.008675
374.20521,68,48648.021309
847.429958,168,48650.519906
430.496116,87,48651.812718
626.543204,140,48653.90507
12056.682469,1000,48668.809999
368.526296,76,48669.943071
938.89214,155,48672.287631
341.175521,72,48673.361964
501.372568,94,48674.759781
436.900285,90,48676.103778
325.520662,65,48677.070701
359.637837,79,48678.241679
2201.20946,295,48682.635531
456.410993,94,48684.042118
402.322196,88,48685.360375
392.273658,84,48686.625362
541.636114,119,48688.409635
12043.671769,1000,48703.342291
864.546371,160,48705.727217
462.20072,86,48707.008801
414.029975,78,48708.16775
293.310774,60,48709.066057
221.906593,43,48709.709315
301.993418,63,48710.647641
12151.360791,1000,48725.573346
980.814654,177,48728.215178
363.678037,59,48729.112932
12115.184876,1000,48744.042872
839.022963,116,48745.771122
12157.528623,1000,48760.678826
12508.22467,1000,48775.572412
429.875809,79,48776.769919
539.060208,99,48778.239763
561.847855,103,48779.781323
311.669339,65,48780.747996
458.571911,78,48781.923176
613.764249,135,48783.972867
876.637687,150,48786.222611
550.850247,98,48787.704887
310.944392,56,48788.537625
678.688745,115,48790.260856
351.587952,61,48791.17146
206.560122,39,48791.755845
516.167337,86,48793.04682
12353.321214,1000,48807.980513
342.79278,74,48809.081749
11864.00342,1000,48824.036139
297.259418,56,48824.882759
663.404775,122,48826.705022
307.195982,56,48827.533442
467.361692,83,48828.770656
995.165041,171,48831.320926
530.806343,98,48832.79241
488.966275,105,48834.369648
11921.990675,1000,48849.304075
626.918965,128,48851.213235
310.382762,55,48852.068112
446.827512,94,48853.470734
840.082469,151,48855.724022
820.794617,153,48858.019335
1176.274795,193,48860.909498
581.603229,103,48862.457237
247.258749,50,48863.201995
1169.906184,198,48866.167991
516.446141,93,48867.569165
522.188578,101,48869.108208
341.124994,65,48870.090903
931.652595,151,48872.351051
621.570938,106,48873.930654
299.943237,63,48874.90911
470.614911,86,48876.203888
12220.086547,1000,48891.139899
846.058688,151,48893.406567
524.236977,92,48894.785698
598.726256,97,48896.243166
365.811003,63,48897.211305
416.926301,72,48898.302974
12373.271306,1000,48913.266412
764.765164,125,48915.150612
988.010663,165,48917.897194
386.821279,76,48919.028969
386.604942,73,48920.099529
998.940075,185,48922.848197
405.559198,69,48923.882805
838.016776,163,48926.331796
686.238617,111,48927.999367
610.403117,103,48929.548608
617.750969,95,48930.966542
855.529189,138,48933.043079
452.859345,89,48934.37979
277.389527,53,48935.171994
593.261741,118,48936.957933
536.439935,106,48938.574558
467.355899,99,48940.053177
11405.655429,1000,48955.003509
858.611988,147,48957.223187
1093.279113,164,48959.700259
12573.613802,1000,48974.659785
12635.381658,1000,48989.65406
12655.128307,1000,49004.631744
12721.126635,1000,49019.628082
12786.492747,1000,49034.570119
12774.09969,1000,49049.519417
931.020711,127,49051.419762
12841.610628,1000,49066.414468
576.989624,85,49067.686684
146.194637,27,49068.1099
140.006971,26,49068.497375
1029.890577,138,49070.558939
12666.364331,1000,49085.533196
12763.629485,1000,49100.472643
12604.47935,1000,49115.423681
241.264362,47,49116.131285
520.592012,96,49117.569212
549.82551,95,49119.005219
476.021301,103,49120.57498
360.382819,66,49121.5751
398.076446,70,49122.617632
255.096954,51,49123.384382
824.490747,149,49125.632187
913.030098,162,49128.055374
478.988914,93,49129.440546
1009.037259,140,49131.534311
377.8998,70,49132.583829
639.69025,116,49134.322085
252.147557,52,49135.102798
740.544891,134,49137.144724
514.13815,99,49138.623537
246.976297,48,49139.339266
451.439885,86,49140.634214
556.880595,114,49142.349477
372.789496,68,49143.365743
308.08133,61,49144.29445
516.515467,85,49145.561751
406.901832,69,49146.590731
743.042254,135,49148.61911
645.882843,115,49150.363813
425.716692,80,49151.572126
247.064301,48,49152.292017
12376.479126,1000,49167.276408
404.685947,77,49168.431994
549.439099,94,49169.832325
104.648226,21,49170.143797
660.708896,121,49171.953172
12336.47255,1000,49186.953265
492.240508,101,49188.464874
586.773688,104,49190.035423
382.927909,69,49191.070739
12230.002225,1000,49205.989753
12798.494886,1000,49220.929114
12695.989367,1000,49235.873522
793.88922,107,49237.470134
404.218556,72,49238.544415
512.744392,86,49239.820958
12801.722068,1000,49254.779045
12589.917212,1000,49269.657011
784.577144,148,49271.884584
649.392239,100,49273.375211
12395.115932,1000,49288.279527
227.690233,42,49288.902183
243.606724,42,49289.524557
169.106212,31,49289.99352
460.461294,73,49291.084515
12494.294977,1000,49306.000439
469.030493,79,49307.170882
140.035599,27,49307.570369
408.891648,71,49308.638743
590.152247,100,49310.131546
127.084662,24,49310.491999
484.065547,79,49311.66688
624.561664,107,49313.263098
368.372257,65,49314.225973
476.041778,83,49315.465051
1334.103443,212,49318.649305
889.030969,137,49320.684803
134.554642,26,49321.073148
151.467762,29,49321.512434
12321.297166,1000,49336.408627
508.351408,78,49337.572404
163.795039,31,49338.031664
574.512959,102,49339.553208
12263.873376,1000,49354.436391
784.052173,124,49356.286622
12400.32029,1000,49371.209614
471.638086,97,49372.657601
1176.413438,198,49375.637465
254.08441,55,49376.462406
12157.127442,1000,49391.374441
302.265569,64,49392.325191
12021.710566,1000,49407.232774
289.442058,58,49408.094514
415.088255,83,49409.333837
11685.043208,1000,49424.240455
437.975917,90,49425.612065
392.819061,76,49426.749703
369.485256,78,49427.918586
11022.564947,1000,49442.809206
490.181513,87,49444.107404
12185.919,1000,49459.002301
511.697028,91,49460.370455
373.683722,77,49461.523823
275.807893,55,49462.343733
466.810345,88,49463.65369
485.079049,113,49465.358474
1752.426738,263,49469.265856
313.270314,67,49470.260453
683.136163,131,49472.229983
291.583007,57,49473.08162
371.544888,73,49474.17495
330.821554,67,49475.168172
863.003732,131,49477.118119
861.790645,184,49479.873527
779.175054,138,49481.936896
418.075808,92,49483.308475
564.950076,119,49485.090056
598.70386,112,49486.797188
542.833578,103,49488.334939
12043.195786,1000,49503.275228
485.494952,88,49504.590132
322.979313,69,49505.620273
292.876871,56,49506.46185
788.626967,140,49508.545149
389.557482,78,49509.701707
589.39556,126,49511.609382
341.975361,65,49512.574177
811.343844,150,49514.811563
754.525432,140,49516.930396
343.392695,79,49518.117902
254.987043,54,49518.928014
431.034259,94,49520.337939
277.906983,62,49521.279596
371.768131,73,49522.377843
265.014681,59,49523.26961
386.835242,85,49524.544418
121.345276,27,49524.961476
883.816794,147,49527.16095
11496.163488,1000,49542.147007
12408.369116,1000,49557.179706
469.603068,89,49558.505486
2344.798894,435,49565.037395
1381.505891,216,49568.284213
499.441562,108,49569.915838
514.400067,106,49571.5084
278.888485,56,49572.345431
352.786144,67,49573.353855
368.489659,71,49574.427925
437.142423,81,49575.653817
12007.348426,1000,49590.64325
309.62921,65,49591.631527
635.700416,124,49593.494791
392.877363,72,49594.563112
419.341508,84,49595.829094
581.184417,98,49597.304426
406.752319,74,49598.429018
478.226872,85,49599.702213
1405.845446,247,49603.419037
292.35506,54,49604.24196
319.727572,59,49605.130022
291.768441,56,49605.970177
545.888032,91,49607.35089
372.557918,63,49608.312516
325.244871,65,49609.285823
983.538014,167,49611.794916
12590.332652,1000,49626.757828
361.08986,77,49627.901659
465.605972,87,49629.206592
499.950243,98,49630.70329
11821.158481,1000,49645.674217
11613.428188,1000,49660.618572
301.315897,54,49661.430244
263.316142,47,49662.13895
12060.729352,1000,49677.144071
757.354619,131,49679.104466
281.51515,53,49679.900386
412.059567,72,49680.979779
378.35677,67,49681.984026
421.960549,78,49683.16875
495.063371,89,49684.50088
443.207156,85,49685.782867
11862.000853,1000,49700.761893
742.423334,133,49702.758148
1092.33165,200,49705.765676
738.109866,124,49707.639009
445.65144,85,49708.916518
404.13017,78,49710.087504
313.711088,60,49710.989765
369.094808,65,49711.981745
474.127772,92,49713.359009
442.164462,87,49714.666195
399.225458,70,49715.707872
827.645591,129,49717.642801
331.462228,61,49718.553695
225.668525,45,49719.238839
11431.797319,1000,49734.224797
1087.872079,189,49737.07472
12448.057554,1000,49752.03059
474.674496,100,49753.55727
772.723152,115,49755.280544
185.795771,35,49755.799513
560.252954,95,49757.22615
185.141205,35,49757.751147
376.19474,65,49758.722751
657.818271,104,49760.280185
851.517282,125,49762.154322
12380.191387,1000,49777.105633
966.528912,155,49779.426848
367.930009,66,49780.440957
673.677307,122,49782.275043
294.808238,56,49783.111697
313.309366,56,49783.956306
285.44353,54,49784.776766
752.176801,135,49786.809915
12814.683801,1000,49801.804606
12843.721318,1000,49816.775257
12620.338589,1000,49831.841305
12774.017984,1000,49846.869091
12842.333699,1000,49861.922884
12784.364744,1000,49876.895976
12769.618443,1000,49891.90959
12790.386579,1000,49906.901369
555.181978,75,49908.0239
12751.377057,1000,49923.078504
12832.040419,1000,49938.098351
12785.440329,1000,49953.116106
12821.770283,1000,49968.083795
12809.840698,1000,49983.111472
12794.19336,1000,49998.137492
428.542224,86,49999.438811
353.970236,78,50000.60739
306.081389,70,50001.659785
631.31521,105,50003.232232
388.764236,74,50004.346518
435.556648,87,50005.670491
12226.741197,1000,50020.661502
563.930964,113,50022.365773
417.404791,88,50023.689711
12200.112293,1000,50038.740484
512.074236,108,50040.354948
656.776372,147,50042.562207
519.061516,106,50044.158895
1260.412398,202,50047.197119
418.399315,90,50048.556105
484.985781,108,50050.184449
383.290805,92,50051.570153
348.993009,80,50052.799412
408.554861,96,50054.241872
536.734972,96,50055.695327
465.961265,92,50057.086623
835.104826,130,50059.0676
1185.933608,189,50061.913152
336.958262,62,50062.846668
761.066977,122,50064.669673
969.35037,167,50067.183889
402.15898,70,50068.241091
335.924373,61,50069.167786
599.727341,98,50070.633501
427.972699,82,50071.877609
604.1454,107,50073.484964
804.797787,121,50075.321265
3542.209503,393,50081.230626
12361.560368,1000,50096.272301
500.81652,93,50097.671278
12101.785248,1000,50112.669216
1152.519789,203,50115.73687
1464.675628,213,50118.932378
310.730671,59,50119.823918
1616.878958,260,50123.723725
12446.004019,1000,50138.697367
835.712543,170,50141.26323
637.981863,137,50143.312989
579.303757,113,50145.007746
830.469822,138,50147.078295
656.676256,113,50148.770065
910.731592,156,50151.110218
941.163832,160,50153.517464
677.207479,137,50155.582369
733.358927,140,50157.744035
438.974995,82,50158.981639
454.543978,83,50160.218862
457.127047,83,50161.462818
347.062475,65,50162.439727
368.762084,63,50163.383718
393.39847,71,50164.445325
473.104982,81,50165.667338
11452.269999,1000,50180.608078
1325.226861,201,50183.617823
488.299373,87,50184.921117
306.50298,60,50185.838609
556.907469,107,50187.436085
1606.640305,243,50191.072183
303.345815,67,50192.072522
366.543983,78,50193.239805
416.975683,92,50194.627236
282.898674,65,50195.602729
335.265457,71,50196.661413
534.639233,103,50198.210474
368.210008,88,50199.533832
302.753732,71,50200.615544
295.543923,64,50201.576809
301.816763,64,50202.537402
352.334549,71,50203.600948
257.980438,60,50204.500277
354.888919,82,50205.730222
408.052187,89,50207.06632
383.510186,83,50208.310409
11767.626963,1000,50223.293746
559.162138,128,50225.222799
474.793454,107,50226.836083
661.506267,131,50228.795957
664.896843,111,50230.465096
632.28439,100,50231.965203
3094.445607,347,50237.159868
839.327658,134,50239.17044
929.746866,160,50241.563704
1386.728667,187,50244.358586
334.002604,64,50245.316944
11788.274977,1000,50260.269567
12068.774776,1000,50275.207344
447.336985,98,50276.695938
414.017658,90,50278.048784
235.682314,48,50278.76443
529.670601,120,50280.601695
469.109957,81,50281.813681
640.468993,115,50283.537872
300.647681,67,50284.548551
444.119121,95,50285.974419
899.665868,160,50288.386001
11957.693551,1000,50303.330035
12310.42141,1000,50318.283047
387.70696,66,50319.273423
504.325922,106,50320.862618
545.254383,100,50322.358598
1120.830625,175,50324.994463
617.408177,111,50326.666721
11354.376702,1000,50341.677151
412.852113,79,50342.855432
492.527588,98,50344.34593
634.703891,137,50346.40258
527.630142,92,50347.777498
327.088989,63,50348.723174
593.935862,120,50350.540271
560.505286,98,50352.01067
12061.70697,1000,50366.970027
583.540208,107,50368.569854
437.541568,84,50369.82823
381.363803,70,50370.874815
598.0104,107,50372.493086
392.328472,72,50373.568363
294.884177,55,50374.392359
387.481585,69,50375.424641
494.519937,93,50376.819251
12439.283052,1000,50391.825929
422.45343,81,50393.042966
1342.778388,196,50396.003837
521.503892,95,50397.423733
902.977172,141,50399.534536
12472.411442,1000,50414.546266
545.3092,104,50416.107136
12769.435269,1000,50431.061637
12381.85049,1000,50446.018267
713.314668,104,50447.574904
537.805841,96,50449.00072
568.157766,95,50450.419729
505.621832,94,50451.817253
256.803517,49,50452.548049
12117.922225,1000,50467.475656
12271.972136,1000,50482.371204
561.793922,91,50483.721628
1014.525109,164,50486.186925
1349.690907,183,50488.916787
375.732126,64,50489.872097
497.383752,87,50491.175985
669.121443,111,50492.831306
825.479003,133,50494.81557
12552.208047,1000,50509.70385
12048.525095,1000,50524.630299
426.724983,73,50525.731599
488.659971,84,50526.990646
12490.918657,1000,50541.874362
673.81057,129,50543.812123
468.42342,81,50545.027379
2560.834618,268,50549.023887
797.972947,126,50550.904026
618.779039,105,50552.470432
502.672669,81,50553.67872
841.30094,154,50555.98188
615.533784,104,50557.55256
443.222111,79,50558.730019
11982.749475,1000,50573.601165
12180.262818,1000,50588.55049
496.121907,92,50589.941466
693.653321,137,50591.995022
375.167957,75,50593.110287
683.944444,120,50594.913975
590.019477,120,50596.715504
391.465777,75,50597.83515
12457.845178,1000,50612.712766
271.851936,49,50613.457828
1008.086225,145,50615.615973
12478.407882,1000,50630.460338
619.294867,98,50631.916993
730.275025,120,50633.699227
1950.244146,236,50637.225888
1442.323295,211,50640.377657
376.679721,63,50641.311548
229.379511,43,50641.956946
12421.012315,1000,50656.888547
326.614217,56,50657.726746
859.690834,139,50659.797528
547.766798,94,50661.205044
506.914509,81,50662.407365
12443.432631,1000,50677.2817
1261.741503,183,50680.012603
342.010846,59,50680.893169
337.42175,60,50681.788524
11984.505374,1000,50696.706792
239.230756,39,50697.295817
12467.077924,1000,50712.238371
12589.800497,1000,50727.119653
548.225483,103,50728.655429
12523.588206,1000,50743.527158
440.581899,78,50744.687501
12801.877881,1000,50759.543175
12394.442227,1000,50774.434701
12745.785106,1000,50789.296231
12666.545513,1000,50804.186255
12886.783495,1000,50819.09497
12766.951775,1000,50834.005013
12790.224157,1000,50848.872944
12819.144594,1000,50863.755367
12781.494866,1000,50878.648923
12804.882667,1000,50893.574123
12756.19973,1000,50908.45789
469.632306,95,50909.888483
549.539358,111,50911.541629
651.843128,123,50913.380022
578.948158,110,50915.033216
702.908308,125,50916.890168
588.699022,112,50918.562962
560.274825,127,50920.454632
713.608292,128,50922.369586
599.140861,127,50924.263768
897.235364,171,50926.81433
639.664761,129,50928.735942
12143.206438,1000,50943.620251
472.782567,100,50945.113614
1508.285231,219,50948.390332
159.599699,33,50948.881176
358.737678,69,50949.906709
700.010857,134,50951.941599
12297.076404,1000,50966.83569
404.369463,75,50967.951775
364.64102,75,50969.067563
580.475418,119,50970.835749
12465.819034,1000,50985.719819
384.96292,79,50986.903035
474.647731,107,50988.50994
557.040554,117,50990.253641
566.824173,113,50991.978111
492.168536,92,50993.346568
446.783918,93,50994.731464
410.163064,91,50996.095587
420.580512,96,50997.528008
473.214769,93,50998.927613
1438.408731,218,51002.173964
518.783342,97,51003.614369
315.857551,65,51004.602693
945.875561,169,51007.131891
1018.368397,189,51009.953479
769.003974,179,51012.665139
370.292986,77,51013.813916
450.711618,90,51015.155605
604.283436,132,51017.119913
437.802061,100,51018.622205
1024.898091,214,51021.815403
387.228065,82,51023.056045
438.513056,92,51024.440395
478.061563,95,51025.85007
532.311201,108,51027.453357
1056.621556,183,51030.197618
243.790144,57,51031.04485
315.889828,71,51032.108163
989.086304,157,51034.441282
382.391353,77,51035.604932
11315.263333,1000,51050.483733
12053.225517,1000,51065.361704
393.179926,78,51066.54176
569.450696,108,51068.158008
261.124803,50,51068.903504
11813.896373,1000,51083.804247
576.272744,99,51085.277904
802.091157,154,51087.567449
638.409529,121,51089.361806
993.752304,178,51092.01734
524.641218,95,51093.428891
401.286713,74,51094.522164
846.326738,146,51096.718689
12186.253365,1000,51111.616086
780.673346,121,51113.415749
331.239003,75,51114.539351
941.721243,165,51117.005183
855.030441,144,51119.152749
12010.367994,1000,51134.130017
223.066285,43,51134.772037
347.154342,62,51135.697008
213.021934,42,51136.322022
260.680843,50,51137.082026
686.152656,119,51138.872825
376.119441,65,51139.837781
495.223089,101,51141.36451
843.591016,134,51143.375011
12292.9811,1000,51158.274778
504.96316,101,51159.778988
